Date,Adj Close
2019-09-24,44.641998291015625
2019-09-25,45.7400016784668
2019-09-26,48.512001037597656
2019-09-27,48.42599868774414
2019-09-30,48.17399978637695
2019-10-01,48.9379997253418
2019-10-02,48.625999450683594
2019-10-03,46.60599899291992
2019-10-04,46.2859992980957
2019-10-07,47.54399871826172
2019-10-08,48.0099983215332
2019-10-09,48.90599822998047
2019-10-10,48.948001861572266
2019-10-11,49.577999114990234
2019-10-14,51.391998291015625
2019-10-15,51.577999114990234
2019-10-16,51.95000076293945
2019-10-17,52.39400100708008
2019-10-18,51.38999938964844
2019-10-21,50.70000076293945
2019-10-22,51.11600112915039
2019-10-23,50.93600082397461
2019-10-24,59.93600082397461
2019-10-25,65.6259994506836
2019-10-28,65.54199981689453
2019-10-29,63.24399948120117
2019-10-30,63.00199890136719
2019-10-31,62.98400115966797
2019-11-01,62.6619987487793
2019-11-04,63.49399948120117
2019-11-05,63.444000244140625
2019-11-06,65.31600189208984
2019-11-07,67.10800170898438
2019-11-08,67.4280014038086
2019-11-11,69.01799774169922
2019-11-12,69.98600006103516
2019-11-13,69.22200012207031
2019-11-14,69.87000274658203
2019-11-15,70.43399810791016
2019-11-18,69.99800109863281
2019-11-19,71.90399932861328
2019-11-20,70.44400024414062
2019-11-21,70.96600341796875
2019-11-22,66.60800170898438
2019-11-25,67.26799774169922
2019-11-26,65.78399658203125
2019-11-27,66.25800323486328
2019-11-29,65.98799896240234
2019-12-02,66.9739990234375
2019-12-03,67.23999786376953
2019-12-04,66.60600280761719
2019-12-05,66.0739974975586
2019-12-06,67.1780014038086
2019-12-09,67.90599822998047
2019-12-10,69.76799774169922
2019-12-11,70.54000091552734
2019-12-12,71.93599700927734
2019-12-13,71.6780014038086
2019-12-16,76.30000305175781
2019-12-17,75.7979965209961
2019-12-18,78.62999725341797
2019-12-19,80.80799865722656
2019-12-20,81.11799621582031
2019-12-23,83.84400177001953
2019-12-24,85.05000305175781
2019-12-26,86.18800354003906
2019-12-27,86.07599639892578
2019-12-30,82.94000244140625
2019-12-31,83.66600036621094
2020-01-02,86.052001953125
2020-01-03,88.60199737548828
2020-01-06,90.30799865722656
2020-01-07,93.81199645996094
2020-01-08,98.4280014038086
2020-01-09,96.26799774169922
2020-01-10,95.62999725341797
2020-01-13,104.97200012207031
2020-01-14,107.58399963378906
2020-01-15,103.69999694824219
2020-01-16,102.697998046875
2020-01-17,102.0999984741211
2020-01-21,109.44000244140625
2020-01-22,113.91200256347656
2020-01-23,114.44000244140625
2020-01-24,112.96399688720703
2020-01-27,111.60399627685547
2020-01-28,113.37999725341797
2020-01-29,116.197998046875
2020-01-30,128.16200256347656
2020-01-31,130.11399841308594
2020-02-03,156.0
2020-02-04,177.41200256347656
2020-02-05,146.94000244140625
2020-02-06,149.79200744628906
2020-02-07,149.61399841308594
2020-02-10,154.25599670410156
2020-02-11,154.87600708007812
2020-02-12,153.45799255371094
2020-02-13,160.8000030517578
2020-02-14,160.00599670410156
2020-02-18,171.67999267578125
2020-02-19,183.48399353027344
2020-02-20,179.8820037841797
2020-02-21,180.1999969482422
2020-02-24,166.75799560546875
2020-02-25,159.98199462890625
2020-02-26,155.75999450683594
2020-02-27,135.8000030517578
2020-02-28,133.59800720214844
2020-03-02,148.7239990234375
2020-03-03,149.1020050048828
2020-03-04,149.89999389648438
2020-03-05,144.9080047607422
2020-03-06,140.6959991455078
2020-03-09,121.5999984741211
2020-03-10,129.0659942626953
2020-03-11,126.84600067138672
2020-03-12,112.11000061035156
2020-03-13,109.3239974975586
2020-03-16,89.01399993896484
2020-03-17,86.04000091552734
2020-03-18,72.24400329589844
2020-03-19,85.52799987792969
2020-03-20,85.50599670410156
2020-03-23,86.85800170898438
2020-03-24,101.0
2020-03-25,107.8499984741211
2020-03-26,105.63200378417969
2020-03-27,102.87200164794922
2020-03-30,100.4260025024414
2020-03-31,104.80000305175781
2020-04-01,96.31199645996094
2020-04-02,90.89399719238281
2020-04-03,96.00199890136719
2020-04-06,103.24800109863281
2020-04-07,109.08999633789062
2020-04-08,109.76799774169922
2020-04-09,114.5999984741211
2020-04-13,130.19000244140625
2020-04-14,141.97799682617188
2020-04-15,145.96600341796875
2020-04-16,149.04200744628906
2020-04-17,150.7779998779297
2020-04-20,149.27200317382812
2020-04-21,137.343994140625
2020-04-22,146.4219970703125
2020-04-23,141.12600708007812
2020-04-24,145.02999877929688
2020-04-27,159.75
2020-04-28,153.82400512695312
2020-04-29,160.1020050048828
2020-04-30,156.37600708007812
2020-05-01,140.26400756835938
2020-05-04,152.23800659179688
2020-05-05,153.64199829101562
2020-05-06,156.51600646972656
2020-05-07,156.00799560546875
2020-05-08,163.88400268554688
2020-05-11,162.25799560546875
2020-05-12,161.8820037841797
2020-05-13,158.19200134277344
2020-05-14,160.66600036621094
2020-05-15,159.83399963378906
2020-05-18,162.7259979248047
2020-05-19,161.6020050048828
2020-05-20,163.11199951171875
2020-05-21,165.52000427246094
2020-05-22,163.37600708007812
2020-05-26,163.7740020751953
2020-05-27,164.04600524902344
2020-05-28,161.16200256347656
2020-05-29,167.0
2020-06-01,179.6199951171875
2020-06-02,176.31199645996094
2020-06-03,176.5919952392578
2020-06-04,172.87600708007812
2020-06-05,177.1320037841797
2020-06-08,189.98399353027344
2020-06-09,188.13400268554688
2020-06-10,205.00999450683594
2020-06-11,194.5679931640625
2020-06-12,187.05599975585938
2020-06-15,198.17999267578125
2020-06-16,196.42599487304688
2020-06-17,198.35800170898438
2020-06-18,200.79200744628906
2020-06-19,200.17999267578125
2020-06-22,198.86399841308594
2020-06-23,200.3560028076172
2020-06-24,192.1699981689453
2020-06-25,197.1959991455078
2020-06-26,191.947998046875
2020-06-29,201.8699951171875
2020-06-30,215.96200561523438
2020-07-01,223.92599487304688
2020-07-02,241.73199462890625
2020-07-06,274.3160095214844
2020-07-07,277.97198486328125
2020-07-08,273.1759948730469
2020-07-09,278.8559875488281
2020-07-10,308.92999267578125
2020-07-13,299.4119873046875
2020-07-14,303.3599853515625
2020-07-15,309.2019958496094
2020-07-16,300.12799072265625
2020-07-17,300.1679992675781
2020-07-20,328.6000061035156
2020-07-21,313.6719970703125
2020-07-22,318.46600341796875
2020-07-23,302.614013671875
2020-07-24,283.3999938964844
2020-07-27,307.9200134277344
2020-07-28,295.2980041503906
2020-07-29,299.8219909667969
2020-07-30,297.49798583984375
2020-07-31,286.1520080566406
2020-08-03,297.0
2020-08-04,297.3999938964844
2020-08-05,297.0039978027344
2020-08-06,297.9159851074219
2020-08-07,290.5419921875
2020-08-10,283.7139892578125
2020-08-11,274.87799072265625
2020-08-12,310.9519958496094
2020-08-13,324.20001220703125
2020-08-14,330.1419982910156
2020-08-17,367.12799072265625
2020-08-18,377.4179992675781
2020-08-19,375.70599365234375
2020-08-20,400.3659973144531
2020-08-21,409.9960021972656
2020-08-24,402.8399963378906
2020-08-25,404.6679992675781
2020-08-26,430.6340026855469
2020-08-27,447.75
2020-08-28,442.67999267578125
2020-08-31,498.32000732421875
2020-09-01,475.04998779296875
2020-09-02,447.3699951171875
2020-09-03,407.0
2020-09-04,418.32000732421875
2020-09-08,330.2099914550781
2020-09-09,366.2799987792969
2020-09-10,371.3399963378906
2020-09-11,372.7200012207031
2020-09-14,419.6199951171875
2020-09-15,449.760009765625
2020-09-16,441.760009765625
2020-09-17,423.42999267578125
2020-09-18,442.1499938964844
2020-09-21,449.3900146484375
2020-09-22,424.2300109863281
2020-09-23,380.3599853515625
2020-09-24,387.7900085449219
2020-09-25,407.3399963378906
2020-09-28,421.20001220703125
2020-09-29,419.07000732421875
2020-09-30,429.010009765625
2020-10-01,448.1600036621094
2020-10-02,415.0899963378906
2020-10-05,425.67999267578125
2020-10-06,413.9800109863281
2020-10-07,425.29998779296875
2020-10-08,425.9200134277344
2020-10-09,434.0
2020-10-12,442.29998779296875
2020-10-13,446.6499938964844
2020-10-14,461.29998779296875
2020-10-15,448.8800048828125
2020-10-16,439.6700134277344
2020-10-19,430.8299865722656
2020-10-20,421.94000244140625
2020-10-21,422.6400146484375
2020-10-22,425.7900085449219
2020-10-23,420.6300048828125
2020-10-26,420.2799987792969
2020-10-27,424.67999267578125
2020-10-28,406.0199890136719
2020-10-29,410.8299865722656
2020-10-30,388.0400085449219
2020-11-02,400.510009765625
2020-11-03,423.8999938964844
2020-11-04,420.9800109863281
2020-11-05,438.0899963378906
2020-11-06,429.95001220703125
2020-11-09,421.260009765625
2020-11-10,410.3599853515625
2020-11-11,417.1300048828125
2020-11-12,411.760009765625
2020-11-13,408.5
2020-11-16,408.0899963378906
2020-11-17,441.6099853515625
2020-11-18,486.6400146484375
2020-11-19,499.2699890136719
2020-11-20,489.6099853515625
2020-11-23,521.8499755859375
2020-11-24,555.3800048828125
2020-11-25,574.0
2020-11-27,585.760009765625
2020-11-30,567.5999755859375
2020-12-01,584.760009765625
2020-12-02,568.8200073242188
2020-12-03,593.3800048828125
2020-12-04,599.0399780273438
2020-12-07,641.760009765625
2020-12-08,649.8800048828125
2020-12-09,604.47998046875
2020-12-10,627.0700073242188
2020-12-11,609.989990234375
2020-12-14,639.8300170898438
2020-12-15,633.25
2020-12-16,622.77001953125
2020-12-17,655.9000244140625
2020-12-18,695.0
2020-12-21,649.8599853515625
2020-12-22,640.3400268554688
2020-12-23,645.97998046875
2020-12-24,661.77001953125
2020-12-28,663.6900024414062
2020-12-29,665.989990234375
2020-12-30,694.780029296875
2020-12-31,705.6699829101562
2021-01-04,729.77001953125
2021-01-05,735.1099853515625
2021-01-06,755.97998046875
2021-01-07,816.0399780273438
2021-01-08,880.02001953125
2021-01-11,811.1900024414062
2021-01-12,849.4400024414062
2021-01-13,854.4099731445312
2021-01-14,845.0
2021-01-15,826.1599731445312
2021-01-19,844.5499877929688
2021-01-20,850.4500122070312
2021-01-21,844.989990234375
2021-01-22,846.6400146484375
2021-01-25,880.7999877929688
2021-01-26,883.0900268554688
2021-01-27,864.1599731445312
2021-01-28,835.4299926757812
2021-01-29,793.530029296875
2021-02-01,839.8099975585938
2021-02-02,872.7899780273438
2021-02-03,854.6900024414062
2021-02-04,849.989990234375
2021-02-05,852.22998046875
2021-02-08,863.4199829101562
2021-02-09,849.4600219726562
2021-02-10,804.8200073242188
2021-02-11,811.6599731445312
2021-02-12,816.1199951171875
2021-02-16,796.219970703125
2021-02-17,798.1500244140625
2021-02-18,787.3800048828125
2021-02-19,781.2999877929688
2021-02-22,714.5
2021-02-23,698.8400268554688
2021-02-24,742.02001953125
2021-02-25,682.219970703125
2021-02-26,675.5
2021-03-01,718.4299926757812
2021-03-02,686.4400024414062
2021-03-03,653.2000122070312
2021-03-04,621.4400024414062
2021-03-05,597.9500122070312
2021-03-08,563.0
2021-03-09,673.5800170898438
2021-03-10,668.0599975585938
2021-03-11,699.5999755859375
2021-03-12,693.72998046875
2021-03-15,707.9400024414062
2021-03-16,676.8800048828125
2021-03-17,701.8099975585938
2021-03-18,653.1599731445312
2021-03-19,654.8699951171875
